GeoFIPS,GeoName,LineCode,Description,2024
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",1,RPPs: All items,100.325
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",2,  RPPs: Goods,96.237
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,108.961
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,93.825
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.838
22420,"Flint, MI (Metropolitan Statistical Area)",1,RPPs: All items,93.034
22420,"Flint, MI (Metropolitan Statistical Area)",2,  RPPs: Goods,93.711
22420,"Flint, MI (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,74.039
22420,"Flint, MI (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,97.067
22420,"Flint, MI (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.561
22500,"Florence, SC (Metropolitan Statistical Area)",1,RPPs: All items,86.774
22500,"Florence, SC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.339
22500,"Florence, SC (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,52.425
22500,"Florence, SC (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,87.731
22500,"Florence, SC (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.284
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1,RPPs: All items,84.817
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.397
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,47.677
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,85.771
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.693
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",1,RPPs: All items,91.643
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",2,  RPPs: Goods,93.787
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,67.317
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,91.108
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.411
22660,"Fort Collins-Loveland, CO (Metropolitan Statistical Area)",1,RPPs: All items,101.128
22660,"Fort Collins-Loveland, CO (Metropolitan Statistical Area)",2,  RPPs: Goods,96.052
22660,"Fort Collins-Loveland, CO (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,120.592
22660,"Fort Collins-Loveland, CO (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,82.156
22660,"Fort Collins-Loveland, CO (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.822
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",1,RPPs: All items,85.888
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",2,  RPPs: Goods,93.606
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,53.443
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,73.797
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",5,  RPPs: Services: Other,95.319
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",1,RPPs: All items,92.572
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",2,  RPPs: Goods,94.318
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,72.277
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,86.247
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.141
23420,"Fresno, CA (Metropolitan Statistical Area)",1,RPPs: All items,102.158
23420,"Fresno, CA (Metropolitan Statistical Area)",2,  RPPs: Goods,105.168
23420,"Fresno, CA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,95.725
23420,"Fresno, CA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,161.01
23420,"Fresno, CA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,100.267
23460,"Gadsden, AL (Metropolitan Statistical Area)",1,RPPs: All items,85.653
23460,"Gadsden, AL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.397
23460,"Gadsden, AL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,53.696
23460,"Gadsden, AL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,86.712
23460,"Gadsden, AL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.693
23540,"Gainesville, FL (Metropolitan Statistical Area)",1,RPPs: All items,96.733
23540,"Gainesville, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.24
23540,"Gainesville, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,92.982
23540,"Gainesville, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,88.155
23540,"Gainesville, FL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.864
23580,"Gainesville, GA (Metropolitan Statistical Area)",1,RPPs: All items,96.766
23580,"Gainesville, GA (Metropolitan Statistical Area)",2,  RPPs: Goods,96.269
23580,"Gainesville, GA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,93.488
23580,"Gainesville, GA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,89.587
23580,"Gainesville, GA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.667
23900,"Gettysburg, PA (Metropolitan Statistical Area)",1,RPPs: All items,95.379
23900,"Gettysburg, PA (Metropolitan Statistical Area)",2,  RPPs: Goods,100.684
23900,"Gettysburg, PA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,73.865
23900,"Gettysburg, PA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,107.003
23900,"Gettysburg, PA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,97.726
24020,"Glens Falls, NY (Metropolitan Statistical Area)",1,RPPs: All items,94.866
24020,"Glens Falls, NY (Metropolitan Statistical Area)",2,  RPPs: Goods,99.693
24020,"Glens Falls, NY (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,76.231
24020,"Glens Falls, NY (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,133.827
24020,"Glens Falls, NY (Metropolitan Statistical Area)",5,  RPPs: Services: Other,97.754
24140,"Goldsboro, NC (Metropolitan Statistical Area)",1,RPPs: All items,88.462
24140,"Goldsboro, NC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.621
24140,"Goldsboro, NC (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,57.684
24140,"Goldsboro, NC (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,87.888
24140,"Goldsboro, NC (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.186
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",1,RPPs: All items,86.663
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",2,  RPPs: Goods,95.632
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,59.664
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,77.088
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",5,  RPPs: Services: Other,91.417
24260,"Grand Island, NE (Metropolitan Statistical Area)",1,RPPs: All items,86.657
24260,"Grand Island, NE (Metropolitan Statistical Area)",2,  RPPs: Goods,94.101
24260,"Grand Island, NE (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,61.748
24260,"Grand Island, NE (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,74.241
24260,"Grand Island, NE (Metropolitan Statistical Area)",5,  RPPs: Services: Other,92.98
24300,"Grand Junction, CO (Metropolitan Statistical Area)",1,RPPs: All items,95.476
24300,"Grand Junction, CO (Metropolitan Statistical Area)",2,  RPPs: Goods,96.052
24300,"Grand Junction, CO (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,86.367
24300,"Grand Junction, CO (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,83.286
24300,"Grand Junction, CO (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.822
24340,"Grand Rapids-Wyoming-Kentwood, MI (Metropolitan Statistical Area)",1,RPPs: All items,95.546
24340,"Grand Rapids-Wyoming-Kentwood, MI (Metropolitan Statistical Area)",2,  RPPs: Goods,93.711
24340,"Grand Rapids-Wyoming-Kentwood, MI (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,86.596
24340,"Grand Rapids-Wyoming-Kentwood, MI (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,93.775
24340,"Grand Rapids-Wyoming-Kentwood, MI (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.561
24420,"Grants Pass, OR (Metropolitan Statistical Area)",1,RPPs: All items,97.76
24420,"Grants Pass, OR (Metropolitan Statistical Area)",2,  RPPs: Goods,105.261
24420,"Grants Pass, OR (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,79.911
24420,"Grants Pass, OR (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,103.562
24420,"Grants Pass, OR (Metropolitan Statistical Area)",5,  RPPs: Services: Other,100.298
24500,"Great Falls, MT (Metropolitan Statistical Area)",1,RPPs: All items,96.845
24500,"Great Falls, MT (Metropolitan Statistical Area)",2,  RPPs: Goods,96.006
24500,"Great Falls, MT (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,97.115
24500,"Great Falls, MT (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,73.048
24500,"Great Falls, MT (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.715
24540,"Greeley, CO (Metropolitan Statistical Area)",1,RPPs: All items,100.176
24540,"Greeley, CO (Metropolitan Statistical Area)",2,  RPPs: Goods,96.052
24540,"Greeley, CO (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,112.599
24540,"Greeley, CO (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,81.997
24540,"Greeley, CO (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.822
24580,"Green Bay, WI (Metropolitan Statistical Area)",1,RPPs: All items,93.086
24580,"Green Bay, WI (Metropolitan Statistical Area)",2,  RPPs: Goods,93.787
24580,"Green Bay, WI (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,74.696
24580,"Green Bay, WI (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,90.041
24580,"Green Bay, WI (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.411
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1,RPPs: All items,92.865
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.621
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,74.519
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,89.065
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.186
24780,"Greenville, NC (Metropolitan Statistical Area)",1,RPPs: All items,88.402
24780,"Greenville, NC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.621
24780,"Greenville, NC (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,57.326
24780,"Greenville, NC (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,87.286
24780,"Greenville, NC (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.186
24860,"Greenville-Anderson-Greer, SC (Metropolitan Statistical Area)",1,RPPs: All items,93.26
24860,"Greenville-Anderson-Greer, SC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.339
24860,"Greenville-Anderson-Greer, SC (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,76.836
24860,"Greenville-Anderson-Greer, SC (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,88.762
24860,"Greenville-Anderson-Greer, SC (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.284
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",1,RPPs: All items,90.006
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2,  RPPs: Goods,96.219
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,67.906
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,76.34
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.09
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",1,RPPs: All items,94.171
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2,  RPPs: Goods,96.399
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,75.737
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,95.694
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.48
25220,"Hammond, LA (Metropolitan Statistical Area)",1,RPPs: All items,84.46
25220,"Hammond, LA (Metropolitan Statistical Area)",2,  RPPs: Goods,93.691
25220,"Hammond, LA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,48.16
25220,"Hammond, LA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,71.002
25220,"Hammond, LA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,95.705
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1,RPPs: All items,101.612
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2,  RPPs: Goods,105.168
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,93.497
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,157.378
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,100.267
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1,RPPs: All items,98.65
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2,  RPPs: Goods,100.684
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,96.28
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,108.078
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,97.726
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",1,RPPs: All items,94.892
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",2,  RPPs: Goods,96.773
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,82.272
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,88.549
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.612
25540,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",1,RPPs: All items,102.746
25540,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",2,  RPPs: Goods,97.33
25540,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,110.234
25540,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,144.854
25540,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",5,  RPPs: Services: Other,102.658
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",1,RPPs: All items,87.633
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",2,  RPPs: Goods,96.219
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,60.059
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,76.88
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.09
25740,"Helena, MT (Metropolitan Statistical Area)",1,RPPs: All items,95.675
25740,"Helena, MT (Metropolitan Statistical Area)",2,  RPPs: Goods,96.006
25740,"Helena, MT (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,90.141
25740,"Helena, MT (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,72.646
25740,"Helena, MT (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.715
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",1,RPPs: All items,88.486
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.621
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,59.578
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,87.81
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.186
25940,"Hilton Head Island-Bluffton-Port Royal, SC (Metropolitan Statistical Area)",1,RPPs: All items,98.017
25940,"Hilton Head Island-Bluffton-Port Royal, SC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.339
25940,"Hilton Head Island-Bluffton-Port Royal, SC (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,101.235
25940,"Hilton Head Island-Bluffton-Port Royal, SC (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,88.087
25940,"Hilton Head Island-Bluffton-Port Royal, SC (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.284
25980,"Hinesville, GA (Metropolitan Statistical Area)",1,RPPs: All items,93.933
25980,"Hinesville, GA (Metropolitan Statistical Area)",2,  RPPs: Goods,96.269
25980,"Hinesville, GA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,79.46
25980,"Hinesville, GA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,86.837
25980,"Hinesville, GA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.667
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",1,RPPs: All items,93.467
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.24
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,78.427
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,87.328
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.864
26300,"Hot Springs, AR (Metropolitan Statistical Area)",1,RPPs: All items,85.73
26300,"Hot Springs, AR (Metropolitan Statistical Area)",2,  RPPs: Goods,93.577
26300,"Hot Springs, AR (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,57.281
26300,"Hot Springs, AR (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,74.255
26300,"Hot Springs, AR (Metropolitan Statistical Area)",5,  RPPs: Services: Other,95.295
26380,"Houma-Bayou Cane-Thibodaux, LA (Metropolitan Statistical Area)",1,RPPs: All items,85.103
26380,"Houma-Bayou Cane-Thibodaux, LA (Metropolitan Statistical Area)",2,  RPPs: Goods,93.691
26380,"Houma-Bayou Cane-Thibodaux, LA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,51.311
26380,"Houma-Bayou Cane-Thibodaux, LA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,71.298
26380,"Houma-Bayou Cane-Thibodaux, LA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,95.705
26420,"Houston-Pasadena-The Woodlands, TX (Metropolitan Statistical Area)",1,RPPs: All items,98.629
26420,"Houston-Pasadena-The Woodlands, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,100.639
26420,"Houston-Pasadena-The Woodlands, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,104.51
26420,"Houston-Pasadena-The Woodlands, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,95.288
26420,"Houston-Pasadena-The Woodlands, TX (Metropolitan Statistical Area)",5,  RPPs: Services: Other,95.595
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",1,RPPs: All items,88.422
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",2,  RPPs: Goods,96.316
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,51.257
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,87.852
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.409
26620,"Huntsville, AL (Metropolitan Statistical Area)",1,RPPs: All items,93.072
26620,"Huntsville, AL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.397
26620,"Huntsville, AL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,77.946
26620,"Huntsville, AL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,83.931
26620,"Huntsville, AL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.693
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",1,RPPs: All items,94.412
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",2,  RPPs: Goods,96.179
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,83.985
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,69.651
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.974
26900,"Indianapolis-Carmel-Greenwood, IN (Metropolitan Statistical Area)",1,RPPs: All items,95.696
26900,"Indianapolis-Carmel-Greenwood, IN (Metropolitan Statistical Area)",2,  RPPs: Goods,94.318
26900,"Indianapolis-Carmel-Greenwood, IN (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,88.917
26900,"Indianapolis-Carmel-Greenwood, IN (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,86.358
26900,"Indianapolis-Carmel-Greenwood, IN (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.141
26980,"Iowa City, IA (Metropolitan Statistical Area)",1,RPPs: All items,91.509
26980,"Iowa City, IA (Metropolitan Statistical Area)",2,  RPPs: Goods,93.73
26980,"Iowa City, IA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,83.99
26980,"Iowa City, IA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,83.667
26980,"Iowa City, IA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,92.927
27060,"Ithaca, NY (Metropolitan Statistical Area)",1,RPPs: All items,103.317
27060,"Ithaca, NY (Metropolitan Statistical Area)",2,  RPPs: Goods,99.693
27060,"Ithaca, NY (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,128.377
27060,"Ithaca, NY (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,131.638
27060,"Ithaca, NY (Metropolitan Statistical Area)",5,  RPPs: Services: Other,97.754
27100,"Jackson, MI (Metropolitan Statistical Area)",1,RPPs: All items,91.779
27100,"Jackson, MI (Metropolitan Statistical Area)",2,  RPPs: Goods,93.711
27100,"Jackson, MI (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,67.092
27100,"Jackson, MI (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,97.845
27100,"Jackson, MI (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.561
27140,"Jackson, MS (Metropolitan Statistical Area)",1,RPPs: All items,89.048
27140,"Jackson, MS (Metropolitan Statistical Area)",2,  RPPs: Goods,96.219
27140,"Jackson, MS (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,64.768
27140,"Jackson, MS (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,78.137
27140,"Jackson, MS (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.09
27180,"Jackson, TN (Metropolitan Statistical Area)",1,RPPs: All items,85.522
27180,"Jackson, TN (Metropolitan Statistical Area)",2,  RPPs: Goods,96.247
27180,"Jackson, TN (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,56.567
27180,"Jackson, TN (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,72.619
27180,"Jackson, TN (Metropolitan Statistical Area)",5,  RPPs: Services: Other,95.142
27260,"Jacksonville, FL (Metropolitan Statistical Area)",1,RPPs: All items,99.484
27260,"Jacksonville, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.24
27260,"Jacksonville, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,109.777
27260,"Jacksonville, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,87.514
27260,"Jacksonville, FL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.864
27340,"Jacksonville, NC (Metropolitan Statistical Area)",1,RPPs: All items,92.085
27340,"Jacksonville, NC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.621
27340,"Jacksonville, NC (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,72.118
27340,"Jacksonville, NC (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,87.243
27340,"Jacksonville, NC (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.186
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",1,RPPs: All items,93.703
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",2,  RPPs: Goods,93.787
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,79.552
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,90.357
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.411
27620,"Jefferson City, MO (Metropolitan Statistical Area)",1,RPPs: All items,87.975
27620,"Jefferson City, MO (Metropolitan Statistical Area)",2,  RPPs: Goods,94.193
27620,"Jefferson City, MO (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,62.123
27620,"Jefferson City, MO (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,85.497
27620,"Jefferson City, MO (Metropolitan Statistical Area)",5,  RPPs: Services: Other,93.026
27740,"Johnson City, TN (Metropolitan Statistical Area)",1,RPPs: All items,87.928
27740,"Johnson City, TN (Metropolitan Statistical Area)",2,  RPPs: Goods,96.247
27740,"Johnson City, TN (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,63.176
27740,"Johnson City, TN (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,71.934
27740,"Johnson City, TN (Metropolitan Statistical Area)",5,  RPPs: Services: Other,95.142
27780,"Johnstown, PA (Metropolitan Statistical Area)",1,RPPs: All items,85.929
27780,"Johnstown, PA (Metropolitan Statistical Area)",2,  RPPs: Goods,100.684
27780,"Johnstown, PA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,42.333
27780,"Johnstown, PA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,108.869
27780,"Johnstown, PA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,97.726
27860,"Jonesboro, AR (Metropolitan Statistical Area)",1,RPPs: All items,85.876
27860,"Jonesboro, AR (Metropolitan Statistical Area)",2,  RPPs: Goods,93.577
27860,"Jonesboro, AR (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,53.848
27860,"Jonesboro, AR (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,74.971
27860,"Jonesboro, AR (Metropolitan Statistical Area)",5,  RPPs: Services: Other,95.295
27900,"Joplin, MO-KS (Metropolitan Statistical Area)",1,RPPs: All items,85.718
27900,"Joplin, MO-KS (Metropolitan Statistical Area)",2,  RPPs: Goods,94.179
27900,"Joplin, MO-KS (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,53.976
27900,"Joplin, MO-KS (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,85.872
