GeoFIPS,GeoName,LineCode,Description,2024
16220,"Casper, WY (Metropolitan Statistical Area)",2,  RPPs: Goods,95.368
16220,"Casper, WY (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,74.189
16220,"Casper, WY (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,78.876
16220,"Casper, WY (Metropolitan Statistical Area)",5,  RPPs: Services: Other,100.428
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",1,RPPs: All items,88.963
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",2,  RPPs: Goods,93.73
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,71.447
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,83.981
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,92.927
16540,"Chambersburg, PA (Metropolitan Statistical Area)",1,RPPs: All items,94.642
16540,"Chambersburg, PA (Metropolitan Statistical Area)",2,  RPPs: Goods,100.684
16540,"Chambersburg, PA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,71.914
16540,"Chambersburg, PA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,108.348
16540,"Chambersburg, PA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,97.726
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",1,RPPs: All items,92.704
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",2,  RPPs: Goods,93.643
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,71.604
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,90.467
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.59
16620,"Charleston, WV (Metropolitan Statistical Area)",1,RPPs: All items,88.717
16620,"Charleston, WV (Metropolitan Statistical Area)",2,  RPPs: Goods,96.27
16620,"Charleston, WV (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,51.394
16620,"Charleston, WV (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,91.712
16620,"Charleston, WV (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.806
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1,RPPs: All items,100.962
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.339
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,119.77
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,88.212
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.284
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1,RPPs: All items,97.348
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.58
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,97.635
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,89.164
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.2
16820,"Charlottesville, VA (Metropolitan Statistical Area)",1,RPPs: All items,99.146
16820,"Charlottesville, VA (Metropolitan Statistical Area)",2,  RPPs: Goods,96.773
16820,"Charlottesville, VA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,107.041
16820,"Charlottesville, VA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,88.973
16820,"Charlottesville, VA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.612
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1,RPPs: All items,91.464
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",2,  RPPs: Goods,95.994
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,76.55
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,74.209
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,95.311
16940,"Cheyenne, WY (Metropolitan Statistical Area)",1,RPPs: All items,96.491
16940,"Cheyenne, WY (Metropolitan Statistical Area)",2,  RPPs: Goods,95.368
16940,"Cheyenne, WY (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,89.828
16940,"Cheyenne, WY (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,77.961
16940,"Cheyenne, WY (Metropolitan Statistical Area)",5,  RPPs: Services: Other,100.428
16980,"Chicago-Naperville-Elgin, IL-IN (Metropolitan Statistical Area)",1,RPPs: All items,103.595
16980,"Chicago-Naperville-Elgin, IL-IN (Metropolitan Statistical Area)",2,  RPPs: Goods,107.258
16980,"Chicago-Naperville-Elgin, IL-IN (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,112.01
16980,"Chicago-Naperville-Elgin, IL-IN (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,83.581
16980,"Chicago-Naperville-Elgin, IL-IN (Metropolitan Statistical Area)",5,  RPPs: Services: Other,100.492
17020,"Chico, CA (Metropolitan Statistical Area)",1,RPPs: All items,101.197
17020,"Chico, CA (Metropolitan Statistical Area)",2,  RPPs: Goods,105.168
17020,"Chico, CA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,91.946
17020,"Chico, CA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,158.837
17020,"Chico, CA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,100.267
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1,RPPs: All items,95.37
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",2,  RPPs: Goods,93.751
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,87.608
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,90.954
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.04
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",1,RPPs: All items,90.947
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",2,  RPPs: Goods,96.247
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,73.801
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,72.546
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",5,  RPPs: Services: Other,95.52
17410,"Cleveland, OH (Metropolitan Statistical Area)",1,RPPs: All items,93.923
17410,"Cleveland, OH (Metropolitan Statistical Area)",2,  RPPs: Goods,93.628
17410,"Cleveland, OH (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,79.434
17410,"Cleveland, OH (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,95.967
17410,"Cleveland, OH (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.939
17420,"Cleveland, TN (Metropolitan Statistical Area)",1,RPPs: All items,88.08
17420,"Cleveland, TN (Metropolitan Statistical Area)",2,  RPPs: Goods,96.247
17420,"Cleveland, TN (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,60.327
17420,"Cleveland, TN (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,72.32
17420,"Cleveland, TN (Metropolitan Statistical Area)",5,  RPPs: Services: Other,95.142
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",1,RPPs: All items,98.293
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",2,  RPPs: Goods,96.179
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,105.597
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,70.763
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.974
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",1,RPPs: All items,90.951
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,93.757
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,75.088
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,84.39
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.24
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",1,RPPs: All items,100.707
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",2,  RPPs: Goods,96.052
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,116.207
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,83.195
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.822
17860,"Columbia, MO (Metropolitan Statistical Area)",1,RPPs: All items,89.438
17860,"Columbia, MO (Metropolitan Statistical Area)",2,  RPPs: Goods,94.193
17860,"Columbia, MO (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,69.248
17860,"Columbia, MO (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,85.966
17860,"Columbia, MO (Metropolitan Statistical Area)",5,  RPPs: Services: Other,93.026
17900,"Columbia, SC (Metropolitan Statistical Area)",1,RPPs: All items,93.662
17900,"Columbia, SC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.339
17900,"Columbia, SC (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,79.455
17900,"Columbia, SC (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,88.306
17900,"Columbia, SC (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.284
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",1,RPPs: All items,89.296
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.332
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,61.185
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,89.666
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.578
18020,"Columbus, IN (Metropolitan Statistical Area)",1,RPPs: All items,93.003
18020,"Columbus, IN (Metropolitan Statistical Area)",2,  RPPs: Goods,94.318
18020,"Columbus, IN (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,75.468
18020,"Columbus, IN (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,86.577
18020,"Columbus, IN (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.141
18140,"Columbus, OH (Metropolitan Statistical Area)",1,RPPs: All items,95.469
18140,"Columbus, OH (Metropolitan Statistical Area)",2,  RPPs: Goods,93.628
18140,"Columbus, OH (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,87.945
18140,"Columbus, OH (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,95.523
18140,"Columbus, OH (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.939
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",1,RPPs: All items,92.671
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,93.757
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,84.905
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,80.991
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.24
18700,"Corvallis, OR (Metropolitan Statistical Area)",1,RPPs: All items,104.017
18700,"Corvallis, OR (Metropolitan Statistical Area)",2,  RPPs: Goods,105.261
18700,"Corvallis, OR (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,114.437
18700,"Corvallis, OR (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,108.649
18700,"Corvallis, OR (Metropolitan Statistical Area)",5,  RPPs: Services: Other,100.298
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",1,RPPs: All items,97.031
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.24
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,94.934
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,89.046
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.864
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1,RPPs: All items,103.09
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,102.838
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,117.874
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,90.711
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.673
19140,"Dalton, GA (Metropolitan Statistical Area)",1,RPPs: All items,89.844
19140,"Dalton, GA (Metropolitan Statistical Area)",2,  RPPs: Goods,96.269
19140,"Dalton, GA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,63.342
19140,"Dalton, GA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,88.76
19140,"Dalton, GA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.667
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",1,RPPs: All items,94.69
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.397
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,89.15
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,83.286
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.693
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1,RPPs: All items,89.079
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",2,  RPPs: Goods,94.2
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,68.346
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,89.945
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,93.53
19430,"Dayton-Kettering-Beavercreek, OH (Metropolitan Statistical Area)",1,RPPs: All items,92.694
19430,"Dayton-Kettering-Beavercreek, OH (Metropolitan Statistical Area)",2,  RPPs: Goods,93.628
19430,"Dayton-Kettering-Beavercreek, OH (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,72.712
19430,"Dayton-Kettering-Beavercreek, OH (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,95.388
19430,"Dayton-Kettering-Beavercreek, OH (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.939
19460,"Decatur, AL (Metropolitan Statistical Area)",1,RPPs: All items,87.212
19460,"Decatur, AL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.397
19460,"Decatur, AL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,58.067
19460,"Decatur, AL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,84.745
19460,"Decatur, AL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.693
19500,"Decatur, IL (Metropolitan Statistical Area)",1,RPPs: All items,88.422
19500,"Decatur, IL (Metropolitan Statistical Area)",2,  RPPs: Goods,93.643
19500,"Decatur, IL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,56.186
19500,"Decatur, IL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,91.095
19500,"Decatur, IL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.59
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",1,RPPs: All items,99.367
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.24
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,108.375
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,87.566
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.864
19740,"Denver-Aurora-Centennial, CO (Metropolitan Statistical Area)",1,RPPs: All items,105.782
19740,"Denver-Aurora-Centennial, CO (Metropolitan Statistical Area)",2,  RPPs: Goods,100.957
19740,"Denver-Aurora-Centennial, CO (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,146.919
19740,"Denver-Aurora-Centennial, CO (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,87.856
19740,"Denver-Aurora-Centennial, CO (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.448
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",1,RPPs: All items,91.701
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",2,  RPPs: Goods,93.73
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,84.741
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,84.585
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,92.927
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1,RPPs: All items,100.298
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",2,  RPPs: Goods,98.817
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,94.69
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,106.988
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",5,  RPPs: Services: Other,102.591
20020,"Dothan, AL (Metropolitan Statistical Area)",1,RPPs: All items,83.833
20020,"Dothan, AL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.397
20020,"Dothan, AL (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,46.872
20020,"Dothan, AL (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,84.319
20020,"Dothan, AL (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.693
20100,"Dover, DE (Metropolitan Statistical Area)",1,RPPs: All items,97.507
20100,"Dover, DE (Metropolitan Statistical Area)",2,  RPPs: Goods,96.372
20100,"Dover, DE (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,95.899
20100,"Dover, DE (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,97.183
20100,"Dover, DE (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.774
20220,"Dubuque, IA (Metropolitan Statistical Area)",1,RPPs: All items,87.328
20220,"Dubuque, IA (Metropolitan Statistical Area)",2,  RPPs: Goods,93.73
20220,"Dubuque, IA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,64.046
20220,"Dubuque, IA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,81.196
20220,"Dubuque, IA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,92.927
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",1,RPPs: All items,88.768
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",2,  RPPs: Goods,95.3
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,71.147
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,87.25
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",5,  RPPs: Services: Other,92.187
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",1,RPPs: All items,97.572
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.621
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,98.934
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,89.317
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.186
20580,"Eagle Pass, TX (Metropolitan Statistical Area)",1,RPPs: All items,83.805
20580,"Eagle Pass, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,93.757
20580,"Eagle Pass, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,53.681
20580,"Eagle Pass, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,81.86
20580,"Eagle Pass, TX (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.24
20740,"Eau Claire, WI (Metropolitan Statistical Area)",1,RPPs: All items,92.796
20740,"Eau Claire, WI (Metropolitan Statistical Area)",2,  RPPs: Goods,93.787
20740,"Eau Claire, WI (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,72.85
20740,"Eau Claire, WI (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,90.935
20740,"Eau Claire, WI (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.411
20940,"El Centro, CA (Metropolitan Statistical Area)",1,RPPs: All items,95.174
20940,"El Centro, CA (Metropolitan Statistical Area)",2,  RPPs: Goods,105.168
20940,"El Centro, CA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,66.274
20940,"El Centro, CA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,157.195
20940,"El Centro, CA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,100.267
21060,"Elizabethtown, KY (Metropolitan Statistical Area)",1,RPPs: All items,90.572
21060,"Elizabethtown, KY (Metropolitan Statistical Area)",2,  RPPs: Goods,96.246
21060,"Elizabethtown, KY (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,66.669
21060,"Elizabethtown, KY (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,74.599
21060,"Elizabethtown, KY (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.892
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",1,RPPs: All items,90.325
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",2,  RPPs: Goods,94.318
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,64.327
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,86.359
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.141
21300,"Elmira, NY (Metropolitan Statistical Area)",1,RPPs: All items,94.398
21300,"Elmira, NY (Metropolitan Statistical Area)",2,  RPPs: Goods,99.693
21300,"Elmira, NY (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,76.357
21300,"Elmira, NY (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,131.583
21300,"Elmira, NY (Metropolitan Statistical Area)",5,  RPPs: Services: Other,97.754
21340,"El Paso, TX (Metropolitan Statistical Area)",1,RPPs: All items,89.912
21340,"El Paso, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,93.757
21340,"El Paso, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,71.248
21340,"El Paso, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,82.585
21340,"El Paso, TX (Metropolitan Statistical Area)",5,  RPPs: Services: Other,96.24
21420,"Enid, OK (Metropolitan Statistical Area) *",1,RPPs: All items,84.269
21420,"Enid, OK (Metropolitan Statistical Area) *",2,  RPPs: Goods,93.778
21420,"Enid, OK (Metropolitan Statistical Area) *",3,  RPPs: Services: Housing,51.389
21420,"Enid, OK (Metropolitan Statistical Area) *",4,  RPPs: Services: Utilities,74.37
21420,"Enid, OK (Metropolitan Statistical Area) *",5,  RPPs: Services: Other,95.458
21500,"Erie, PA (Metropolitan Statistical Area)",1,RPPs: All items,90.95
21500,"Erie, PA (Metropolitan Statistical Area)",2,  RPPs: Goods,100.684
21500,"Erie, PA (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,56.83
21500,"Erie, PA (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,106.806
21500,"Erie, PA (Metropolitan Statistical Area)",5,  RPPs: Services: Other,97.726
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",1,RPPs: All items,101.568
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",2,  RPPs: Goods,105.261
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,98.35
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,102.531
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",5,  RPPs: Services: Other,100.298
21780,"Evansville, IN (Metropolitan Statistical Area)",1,RPPs: All items,91.528
21780,"Evansville, IN (Metropolitan Statistical Area)",2,  RPPs: Goods,94.318
21780,"Evansville, IN (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,66.735
21780,"Evansville, IN (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,86.717
21780,"Evansville, IN (Metropolitan Statistical Area)",5,  RPPs: Services: Other,99.141
21820,"Fairbanks-College, AK (Metropolitan Statistical Area)",1,RPPs: All items,103.208
21820,"Fairbanks-College, AK (Metropolitan Statistical Area)",2,  RPPs: Goods,107.34
21820,"Fairbanks-College, AK (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,92.562
21820,"Fairbanks-College, AK (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,119.776
21820,"Fairbanks-College, AK (Metropolitan Statistical Area)",5,  RPPs: Services: Other,103.342
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",1,RPPs: All items,90.871
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",2,  RPPs: Goods,95.654
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,81.142
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,77.324
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",5,  RPPs: Services: Other,91.334
22140,"Farmington, NM (Metropolitan Statistical Area)",1,RPPs: All items,87.707
22140,"Farmington, NM (Metropolitan Statistical Area)",2,  RPPs: Goods,96.144
22140,"Farmington, NM (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,56.552
22140,"Farmington, NM (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,77.865
22140,"Farmington, NM (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.54
22180,"Fayetteville, NC (Metropolitan Statistical Area)",1,RPPs: All items,91.978
22180,"Fayetteville, NC (Metropolitan Statistical Area)",2,  RPPs: Goods,96.621
22180,"Fayetteville, NC (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,73.081
22180,"Fayetteville, NC (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,87.779
22180,"Fayetteville, NC (Metropolitan Statistical Area)",5,  RPPs: Services: Other,98.186
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",1,RPPs: All items,91.353
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",2,  RPPs: Goods,93.577
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",3,  RPPs: Services: Housing,76.886
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",4,  RPPs: Services: Utilities,75.109
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",5,  RPPs: Services: Other,95.295
